,tokens,ner_tags,pred
41483,Hoffart,O,O
41484,et,O,O
41485,al,O,O
41486,.,O,O
41487,",",O,O
41488,2013,O,O
41489,),O,O
41490,.,O,O
41491,The,O,O
41492,authors,O,O
41493,first,O,O
41494,identify,O,O
41495,each,O,O
41496,entity,O,B-TaskName
41497,in,O,O
41498,the,O,O
41499,text,O,O
41500,",",O,O
41501,and,O,O
41502,then,O,O
41503,recursively,O,O
41504,explore,O,O
41505,the,O,O
41506,KB,O,O
41507,to,O,O
41508,extract,O,O
41509,new,O,O
41510,features,O,B-TaskName
41511,.,O,O
41512,The,O,O
41513,LodsyndesisML,O,O
41514,framework,O,O
41515,(,O,O
41516,Mountantonakis,O,O
41517,and,O,O
41518,Tzitzikas,O,O
41519,",",O,O
41520,2017,O,B-DatasetName
41521,),O,O
41522,leverages,O,O
41523,KB,O,O
41524,’s,O,O
41525,(,O,O
41526,e.g,O,O
41527,DBpedia,O,B-TaskName
41528,),O,O
41529,to,O,O
41530,create,O,O
41531,thousands,O,O
41532,of,O,O
41533,new,O,O
41534,features,O,B-TaskName
41535,for,O,O
41536,classification,O,O
41537,tasks,O,O
41538,using,O,O
41539,nine,O,O
41540,operators,O,O
41541,.,O,O
41542,Each,O,O
41543,operator,O,O
41544,creates,O,O
41545,different,O,O
41546,types,O,O
41547,of,O,O
41548,features,O,B-TaskName
41549,",",O,O
41550,which,O,O
41551,are,O,O
41552,then,O,O
41553,used,O,O
41554,to,O,O
41555,enrich,O,O
41556,the,O,O
41557,original,O,O
41558,data,O,O
41559,.,O,O
41560,Galhotra,O,O
41561,et,O,O
41562,el,O,O
41563,.,O,O
41564,(,O,O
41565,Galhotraet,O,O
41566,al,O,O
41567,.,O,O
41568,",",O,O
41569,2019,O,O
41570,),O,O
41571,use,O,O
41572,structured,O,O
41573,web,O,O
41574,data,O,O
41575,to,O,O
41576,generate,O,O
41577,new,O,O
41578,features,O,B-TaskName
41579,for,O,O
41580,classification,O,O
41581,and,O,O
41582,regression,O,O
41583,tasks,O,O
41584,.,O,O
41585,Their,O,O
41586,approach,O,O
41587,generates,O,O
41588,thousands,O,O
41589,of,O,O
41590,candidate,O,B-HyperparameterName
41591,features,O,B-TaskName
41592,",",O,O
41593,then,O,O
41594,selects,O,O
41595,the,O,O
41596,final,O,O
41597,set,O,O
41598,using,O,O
41599,information,O,O
41600,theory,O,O
41601,-,O,O
41602,based,O,O
41603,measures,O,O
41604,such,O,O
41605,as,O,O
41606,Information,O,O
41607,Gain,O,O
41608,and,O,O
41609,Pearson,O,O
41610,correlation,O,O
41611,.,O,O
41612,To,O,O
41613,the,O,O
41614,best,O,O
41615,of,O,O
41616,our,O,O
41617,knowledge,O,B-TaskName
41618,",",O,O
41619,the,O,O
41620,only,O,O
41621,study,O,O
41622,to,O,O
41623,utilize,O,O
41624,both,O,O
41625,structured,O,O
41626,and,O,O
41627,unstructured,O,O
41628,sources,O,O
41629,is,O,O
41630,the,O,O
41631,recently,O,O
41632,proposed,O,O
41633,FGSES,B-TaskName,B-TaskName
41634,framework,O,O
41635,(,O,O
41636,Harari,O,O
41637,and,O,O
41638,Katz,O,O
41639,",",O,O
41640,2022,O,O
41641,),O,O
41642,.,O,O
41643,FGSES,B-TaskName,B-TaskName
41644,extracts,O,O
41645,features,O,B-TaskName
41646,from,O,O
41647,both,O,O
41648,structured,O,O
41649,and,O,O
41650,unstructured,O,O
41651,DBpedia,B-TaskName,B-TaskName
41652,content,O,O
41653,",",O,O
41654,generates,O,O
41655,thousands,O,O
41656,of,O,O
41657,candidate,O,B-HyperparameterName
41658,features,O,B-TaskName
41659,",",O,O
41660,and,O,O
41661,then,O,O
41662,uses,O,O
41663,a,O,O
41664,meta,O,O
41665,learning,O,B-HyperparameterName
41666,-,O,O
41667,based,O,O
41668,approach,O,O
41669,to,O,O
41670,rank,O,O
41671,them,O,O
41672,and,O,O
41673,return,O,O
41674,a,O,O
41675,small,O,O
41676,final,O,O
41677,set,O,O
41678,.,O,O
41679,While,O,O
41680,this,O,O
41681,approach,O,O
41682,is,O,O
41683,the,O,O
41684,most,O,O
41685,similar,O,O
41686,to,O,O
41687,the,O,O
41688,one,O,O
41689,proposed,O,O
41690,in,O,O
41691,this,O,O
41692,study,O,O
41693,",",O,O
41694,there,O,O
41695,are,O,O
41696,significant,O,O
41697,differences,O,O
41698,:,O,O
41699,FeSTE,B-TaskName,B-TaskName
41700,focuses,O,O
41701,on,O,O
41702,the,O,O
41703,analysis,O,O
41704,of,O,O
41705,the,O,O
41706,texts,O,O
41707,",",O,O
41708,performs,O,O
41709,fine,O,B-TaskName
41710,-,O,O
41711,tuning,O,O
41712,rather,O,O
41713,than,O,O
41714,relying,O,O
41715,on,O,O
41716,a,O,O
41717,general,O,O
41718,model,O,O
41719,",",O,O
41720,and,O,O
41721,takes,O,O
41722,into,O,O
41723,account,O,O
41724,the,O,O
41725,context,O,O
41726,of,O,O
41727,analyzed,O,O
41728,datasets,O,O
41729,.,O,O
41730,Moreover,O,O
41731,",",O,O
41732,our,O,O
41733,approach,O,O
41734,generates,O,O
41735,a,O,O
41736,small,O,O
41737,set,O,O
41738,of,O,O
41739,features,O,B-TaskName
41740,and,O,O
41741,is,O,O
41742,",",O,O
41743,therefore,O,O
41744,",",O,O
41745,more,O,O
41746,computationally,O,O
41747,efficient,O,O
41748,.,O,O
41749,2.2,O,B-MetricValue
41750,Wikipedia,O,B-DatasetName
41751,as,O,O
41752,an,O,O
41753,External,O,O
41754,Information,O,O
41755,Source,O,O
41756,Wikipedia,O,B-DatasetName
41757,is,O,O
41758,widely,O,O
41759,used,O,O
41760,as,O,O
41761,an,O,O
41762,external,O,O
41763,source,O,O
41764,of,O,O
41765,information,O,O
41766,due,O,O
41767,to,O,O
41768,its,O,O
41769,availability,O,O
41770,",",O,O
41771,richness,O,O
41772,",",O,O
41773,and,O,O
41774,diversity,O,O
41775,(,O,O
41776,Lehmann,O,O
41777,et,O,O
41778,al,O,O
41779,.,O,O
41780,",",O,O
41781,2015,O,O
41782,),O,O
41783,.,O,O
41784,An,O,O
41785,important,O,O
41786,addition,O,O
41787,to,O,O
41788,Wikipedia,O,B-DatasetName
41789,from,O,O
41790,an,O,O
41791,entity,O,B-TaskName
41792,linking,O,I-TaskName
41793,standpoint,O,O
41794,is,O,O
41795,DBpedia,O,B-TaskName
41796,",",O,O
41797,a,O,O
41798,project,O,O
41799,that,O,O
41800,extracts,O,O
41801,Wikipedia,O,B-DatasetName
41802,data,O,O
41803,and,O,O
41804,makes,O,O
41805,it,O,O
41806,accessible,O,O
41807,in,O,O
41808,a,O,O
41809,more,O,O
41810,structured,O,O
41811,form,O,O
41812,.,O,O
41813,DBpedia,B-TaskName,B-TaskName
41814,is,O,O
41815,used,O,O
41816,as,O,O
41817,an,O,O
41818,external,O,O
41819,data,O,O
41820,source,O,O
41821,for,O,O
41822,feature,O,B-MethodName
41823,engineering,O,O
41824,by,O,O
41825,multiple,O,O
41826,studies,O,O
41827,(,O,O
41828,Paulheim,O,O
41829,and,O,O
41830,Fümkranz,O,O
41831,",",O,O
41832,2012,O,O
41833,;,O,O
41834,Ristoski,O,O
41835,et,O,O
41836,al,O,O
41837,.,O,O
41838,",",O,O
41839,2015,O,O
41840,;,O,O
41841,Galhotra,O,O
41842,et,O,O
41843,al,O,O
41844,.,O,O
41845,",",O,O
41846,2019,O,O
41847,;,O,O
41848,Mountantonakis,O,O
41849,and,O,O
41850,Tzitzikas,O,O
41851,",",O,O
41852,2017,O,B-DatasetName
41853,),O,O
41854,because,O,O
41855,of,O,O
41856,its,O,O
41857,accessible,O,O
41858,format,O,O
41859,.,O,O
41860,To,O,O
41861,utilize,O,O
41862,DBpedia,O,B-TaskName
41863,for,O,O
41864,feature,O,B-MethodName
41865,engineering,O,O
41866,in,O,O
41867,tabular,O,O
41868,data,O,O
41869,",",O,O
41870,one,O,O
41871,should,O,O
41872,first,O,O
41873,link,O,O
41874,the,O,O
41875,entities,O,O
41876,in,O,O
41877,the,O,O
41878,analyzed,O,O
41879,dataset,O,O
41880,to,O,O
41881,unique,O,O
41882,DBpedia,O,B-TaskName
41883,entities,O,O
41884,.,O,O
41885,DBpedia,O,B-TaskName
41886,Spotlight,O,O
41887,(,O,O
41888,Mendes,O,O
41889,et,O,O
41890,al,O,O
41891,.,O,O
41892,",",O,O
41893,2011,O,O
41894,),O,O
41895,is,O,O
41896,a,O,O
41897,tool,O,O
41898,for,O,O
41899,automatically,O,O
41900,identifying,O,O
41901,and,O,O
41902,linking,O,O
41903,textual,O,O
41904,entities,O,O
41905,to,O,O
41906,ones,O,O
41907,on,O,O
41908,DBpedia,B-TaskName,B-TaskName
41909,.,O,O
41910,Unfortunately,O,O
41911,",",O,O
41912,DBpedia,O,B-TaskName
41913,Spotlight,O,O
41914,tends,O,O
41915,to,O,O
41916,capture,O,O
41917,entities,O,O
41918,whose,O,O
41919,name,O,O
41920,consists,O,O
41921,only,O,O
41922,of,O,O
41923,one,O,O
41924,or,O,O
41925,two,O,B-HyperparameterValue
41926,words,O,O
41927,",",O,O
41928,while,O,O
41929,ignoring,O,O
41930,entities,O,O
41931,composed,O,O
41932,of,O,O
41933,longer,O,O
41934,sequences,O,O
41935,.,O,O
41936,In,O,O
41937,recent,O,O
41938,years,O,O
41939,",",O,O
41940,Transformers,O,O
41941,(,O,O
41942,Vaswani,O,O
41943,et,O,O
41944,al,O,O
41945,.,O,O
41946,",",O,O
41947,2017,O,B-DatasetName
41948,),O,O
41949,and,O,O
41950,other,O,O
41951,deep,O,O
41952,learning,O,B-HyperparameterName
41953,-,O,O
41954,based,O,O
41955,approaches,O,O
41956,are,O,O
41957,being,O,O
41958,applied,O,O
41959,in,O,O
41960,the,O,O
41961,field,O,O
41962,of,O,O
41963,semantic,O,B-MetricName
41964,relatedness,O,O
41965,",",O,O
41966,in,O,O
41967,order,O,O
41968,to,O,O
41969,link,O,O
41970,free,O,O
41971,texts,O,O
41972,to,O,O
41973,DBpedia,O,B-TaskName
41974,.,O,O
41975,Blink,O,O
41976,(,O,O
41977,Wu,O,O
41978,et,O,O
41979,al,O,O
41980,.,O,O
41981,",",O,O
41982,2020,O,O
41983,),O,O
41984,is,O,O
41985,a,O,O
41986,BERT,B-TaskName,B-MethodName
41987,-,O,I-MethodName
41988,based,O,O
41989,(,O,O
41990,Devlin,O,O
41991,et,O,O
41992,al,O,O
41993,.,O,O
41994,",",O,O
41995,2018,O,O
41996,),O,O
41997,approach,O,O
41998,which,O,O
41999,receives,O,O
42000,a,O,O
42001,mention,O,O
42002,and,O,O
42003,its,O,O
42004,surrounding,O,O
42005,text,O,O
42006,",",O,O
42007,and,O,O
42008,links,O,O
42009,the,O,O
42010,mention,O,O
42011,to,O,O
42012,its,O,O
42013,corre-1578sponding,O,O
42014,DBpedia,B-TaskName,B-TaskName
42015,entity,O,B-TaskName
42016,.,O,O
42017,It,O,O
42018,should,O,O
42019,be,O,O
42020,noted,O,O
42021,",",O,O
42022,however,O,O
42023,",",O,O
42024,that,O,O
42025,the,O,O
42026,names,O,O
42027,of,O,O
42028,DBpedia,O,B-TaskName
42029,entities,O,O
42030,tend,O,O
42031,to,O,O
42032,be,O,O
42033,shorter,O,O
42034,than,O,O
42035,in,O,O
42036,free,O,O
42037,text,O,O
42038,",",O,O
42039,which,O,O
42040,hampers,O,O
42041,Blink,O,O
42042,’s,O,O
42043,performance,O,O
42044,.,O,O
42045,Recently,O,O
42046,",",O,O
42047,(,O,O
42048,Harari,O,O
42049,and,O,O
42050,Katz,O,O
42051,",",O,O
42052,2022,O,O
42053,),O,O
42054,developed,O,O
42055,an,O,O
42056,entity,O,B-TaskName
42057,linking,O,I-TaskName
42058,algorithm,O,O
42059,whose,O,O
42060,aim,O,O
42061,is,O,O
42062,to,O,O
42063,link,O,O
42064,entities,O,O
42065,in,O,O
42066,tabular,O,O
42067,datasets,O,O
42068,with,O,O
42069,Wikipedia,O,B-DatasetName
42070,pages,O,O
42071,.,O,O
42072,We,O,O
42073,analyze,O,O
42074,the,O,O
42075,performance,O,O
42076,of,O,O
42077,this,O,O
42078,approach,O,O
42079,in,O,O
42080,Section,O,O
42081,5.3,O,B-MetricValue
42082,.,O,O
42083,2.3,O,B-MetricValue
42084,Pre,O,O
42085,-,O,O
42086,trained,O,O
42087,Language,O,O
42088,Models,O,O
42089,One,O,O
42090,of,O,O
42091,the,O,O
42092,most,O,O
42093,influential,O,O
42094,developments,O,O
42095,in,O,O
42096,the,O,O
42097,field,O,O
42098,of,O,O
42099,NLP,O,B-TaskName
42100,in,O,O
42101,recent,O,O
42102,years,O,O
42103,is,O,O
42104,the,O,O
42105,emergence,O,O
42106,of,O,O
42107,Transformer,O,O
42108,-,O,O
42109,based,O,O
42110,LM,O,B-HyperparameterName
42111,(,O,O
42112,Vaswani,O,O
42113,et,O,O
42114,al,O,O
42115,.,O,O
42116,",",O,O
42117,2017,O,B-DatasetName
42118,),O,O
42119,.,O,O
42120,BERT,B-TaskName,B-MethodName
42121,(,O,O
42122,Devlin,O,O
42123,et,O,O
42124,al,O,O
42125,.,O,O
42126,",",O,O
42127,2018,O,O
42128,),O,O
42129,and,O,O
42130,its,O,O
42131,various,O,O
42132,extensions,O,O
42133,",",O,O
42134,GPT,O,B-TaskName
42135,(,O,O
42136,Radford,O,O
42137,et,O,O
42138,al,O,O
42139,.,O,O
42140,",",O,O
42141,2018,O,O
42142,),O,O
42143,and,O,O
42144,XLnet,O,O
42145,(,O,O
42146,Yang,O,O
42147,et,O,O
42148,al,O,O
42149,.,O,O
42150,",",O,O
42151,2019,O,O
42152,),O,O
42153,achieve,O,O
42154,state,O,O
42155,-,O,O
42156,of,O,O
42157,-,O,O
42158,the,O,O
42159,-,O,O
42160,art,O,O
42161,(,O,O
42162,SOTA,O,O
42163,),O,O
42164,performance,O,O
42165,on,O,O
42166,a,O,O
42167,variety,O,O
42168,of,O,O
42169,tasks,O,O
42170,",",O,O
42171,including,O,O
42172,text,O,O
42173,classification,O,O
42174,",",O,O
42175,question,O,B-TaskName
42176,answering,O,I-TaskName
42177,",",O,O
42178,next,O,O
42179,word,O,O
42180,prediction,O,O
42181,",",O,O
42182,and,O,O
42183,more,O,O
42184,.,O,O
42185,Unfortunately,O,O
42186,",",O,O
42187,training,O,O
42188,these,O,O
42189,models,O,O
42190,requires,O,O
42191,expensive,O,O
42192,hardware,O,O
42193,and,O,O
42194,very,O,O
42195,large,O,O
42196,amounts,O,O
42197,of,O,O
42198,data,O,O
42199,.,O,O
42200,For,O,O
42201,this,O,O
42202,reasons,O,O
42203,",",O,O
42204,the,O,O
42205,large,O,O
42206,majority,O,O
42207,of,O,O
42208,studies,O,O
42209,and,O,O
42210,applications,O,O
42211,use,O,O
42212,pre,O,O
42213,-,O,O
42214,trained,O,O
42215,versions,O,O
42216,of,O,O
42217,these,O,O
42218,models,O,O
42219,.,O,O
42220,However,O,O
42221,",",O,O
42222,fine,O,B-TaskName
42223,tuning,O,I-TaskName
42224,(,O,O
42225,FT,O,O
42226,),O,O
42227,these,O,O
42228,models,O,O
42229,",",O,O
42230,i.e.,O,O
42231,",",O,O
42232,additional,O,O
42233,limited,O,O
42234,training,O,O
42235,on,O,O
42236,data,O,O
42237,from,O,O
42238,the,O,O
42239,task,O,O
42240,at,O,O
42241,hand,O,O
42242,",",O,O
42243,has,O,O
42244,been,O,O
42245,shown,O,O
42246,to,O,O
42247,improve,O,O
42248,performance,O,O
42249,(,O,O
42250,Gururangan,O,O
42251,et,O,O
42252,al,O,O
42253,.,O,O
42254,",",O,O
42255,2020,O,O
42256,),O,O
42257,.,O,O
42258,Studies,O,O
42259,such,O,O
42260,as,O,O
42261,(,O,O
42262,Sun,O,O
42263,et,O,O
42264,al,O,O
42265,.,O,O
42266,",",O,O
42267,2019,O,O
42268,),O,O
42269,and,O,O
42270,(,O,O
42271,Gururangan,O,O
42272,et,O,O
42273,al,O,O
42274,.,O,O
42275,",",O,O
42276,2020,O,O
42277,),O,O
42278,propose,O,O
42279,three,O,O
42280,FT,O,O
42281,strategies,O,O
42282,:,O,O
42283,(,O,O
42284,1,O,B-HyperparameterValue
42285,),O,I-HyperparameterValue
42286,Task,O,O
42287,-,O,O
42288,specific,O,O
42289,",",O,O
42290,in,O,O
42291,which,O,O
42292,one,O,O
42293,trains,O,O
42294,the,O,O
42295,pre,O,O
42296,-,O,O
42297,trained,O,O
42298,LM,O,B-HyperparameterName
42299,on,O,I-HyperparameterName
42300,similar,O,O
42301,ML,O,O
42302,task,O,O
42303,(,O,O
42304,e.g,O,O
42305,text,O,O
42306,classification,O,O
42307,),O,O
42308,;,O,O
42309,(,O,O
42310,2,O,O
42311,),O,O
42312,Domain,O,B-TaskName
42313,-,O,O
42314,specific,O,O
42315,",",O,O
42316,where,O,O
42317,the,O,O
42318,pre,O,O
42319,-,O,O
42320,trained,O,O
42321,LM,O,B-HyperparameterName
42322,is,O,O
42323,trained,O,O
42324,on,O,O
42325,a,O,O
42326,similar,O,O
42327,domain,O,B-TaskName
42328,(,O,O
42329,e.g,O,O
42330,biology,O,O
42331,),O,O
42332,",",O,O
42333,and,O,O
42334,;,O,O
42335,(,O,O
42336,3,O,B-HyperparameterValue
42337,),O,I-HyperparameterValue
42338,Target,O,B-MethodName
42339,task,O,I-MethodName
42340,-,O,I-MethodName
42341,specific,O,O
42342,",",O,O
42343,where,O,O
42344,the,O,O
42345,final,O,O
42346,training,O,O
42347,step,O,O
42348,is,O,O
42349,performed,O,O
42350,on,O,O
42351,the,O,O
42352,targeted,O,O
42353,dataset,O,O
42354,directly,O,O
42355,.,O,O
42356,The,O,O
42357,aforementioned,O,O
42358,studies,O,O
42359,report,O,O
42360,a,O,O
42361,significant,O,O
42362,improvement,O,O
42363,in,O,O
42364,BERT,O,B-MethodName
42365,’s,O,O
42366,performance,O,O
42367,",",O,O
42368,especially,O,O
42369,where,O,O
42370,multi,O,O
42371,-,O,O
42372,phase,O,O
42373,FT,O,O
42374,was,O,O
42375,performed,O,O
42376,.,O,O
42377,Another,O,O
42378,fine,O,B-TaskName
42379,-,O,O
42380,tuning,O,O
42381,strategy,O,O
42382,called,O,O
42383,Multi,O,B-TaskName
42384,-,O,O
42385,Task,O,O
42386,Deep,O,O
42387,Neural,O,B-TaskName
42388,Network,O,O
42389,(,O,O
42390,MT,O,O
42391,-,O,O
42392,DNN,O,O
42393,),O,O
42394,training,O,O
42395,was,O,O
42396,proposed,O,O
42397,by,O,O
42398,(,O,O
42399,Liu,O,O
42400,et,O,O
42401,al,O,O
42402,.,O,O
42403,",",O,O
42404,2019,O,O
42405,),O,O
42406,:,O,O
42407,for,O,O
42408,each,O,O
42409,task,O,O
42410,in,O,O
42411,each,O,O
42412,training,O,O
42413,step,O,O
42414,",",O,O
42415,the,O,O
42416,approach,O,O
42417,modifies,O,O
42418,the,O,O
42419,output,O,O
42420,layer,O,O
42421,but,O,O
42422,keeps,O,O
42423,the,O,O
42424,lower,O,O
42425,layers,O,B-HyperparameterName
42426,unchanged,O,O
42427,.,O,O
42428,This,O,O
42429,approach,O,O
42430,can,O,O
42431,also,O,O
42432,be,O,O
42433,applied,O,O
42434,in,O,O
42435,cases,O,O
42436,where,O,O
42437,the,O,O
42438,training,O,O
42439,and,O,O
42440,target,O,O
42441,datasets,O,O
42442,have,O,O
42443,different,O,O
42444,characteristics,O,O
42445,",",O,O
42446,e.g.,O,O
42447,",",O,O
42448,different,O,O
42449,number,O,O
42450,of,O,O
42451,classes,O,O
42452,.,O,O
42453,One,O,O
42454,significant,O,O
42455,drawback,O,O
42456,of,O,O
42457,MT,O,O
42458,-,O,O
42459,DNN,O,O
42460,is,O,O
42461,the,O,O
42462,need,O,O
42463,to,O,O
42464,replace,O,O
42465,and,O,O
42466,train,O,O
42467,the,O,O
42468,final,O,O
42469,layer,O,O
42470,(,O,O
42471,e.g.,O,O
42472,",",O,O
42473,the,O,O
42474,softmax,O,O
42475,layer,O,O
42476,),O,O
42477,whenever,O,O
42478,it,O,O
42479,is,O,O
42480,applied,O,O
42481,to,O,O
42482,a,O,O
42483,new,O,O
42484,problem,O,O
42485,.,O,O
42486,This,O,O
42487,approach,O,O
42488,has,O,O
42489,two,O,B-HyperparameterValue
42490,potential,O,O
42491,shortcomings,O,O
42492,:,O,O
42493,first,O,O
42494,",",O,O
42495,given,O,O
42496,that,O,O
42497,FT,O,O
42498,mainly,O,O
42499,affect,O,O
42500,BERT,O,B-MethodName
42501,’s,O,O
42502,final,O,O
42503,layers,O,B-HyperparameterName
42504,(,O,O
42505,Gururangan,O,O
42506,et,O,O
42507,al,O,O
42508,.,O,O
42509,",",O,O
42510,2020,O,O
42511,),O,O
42512,",",O,O
42513,some,O,O
42514,loss,O,O
42515,of,O,O
42516,earlier,O,O
42517,knowledgemay,O,O
42518,occur,O,O
42519,.,O,O
42520,Secondly,O,O
42521,",",O,O
42522,MT,O,O
42523,-,O,O
42524,DNN,O,O
42525,needs,O,O
42526,to,O,O
42527,maintain,O,O
42528,separate,O,O
42529,final,O,O
42530,layers,O,B-HyperparameterName
42531,for,O,O
42532,each,O,O
42533,task,O,O
42534,during,O,O
42535,training,O,O
42536,(,O,O
42537,three,O,O
42538,different,O,O
42539,heads,O,O
42540,in,O,O
42541,the,O,O
42542,original,O,O
42543,study,O,O
42544,),O,O
42545,.,O,O
42546,In,O,O
42547,cases,O,O
42548,where,O,O
42549,MT,O,O
42550,-,O,O
42551,DNN,O,O
42552,is,O,O
42553,training,O,O
42554,on,O,O
42555,a,O,O
42556,large,O,O
42557,number,O,O
42558,of,O,O
42559,datasets,O,O
42560,",",O,O
42561,this,O,O
42562,could,O,O
42563,pose,O,O
42564,problems,O,O
42565,in,O,O
42566,terms,O,O
42567,of,O,O
42568,memory,O,O
42569,consumption,O,O
42570,.,O,O
42571,A,O,O
42572,different,O,O
42573,FT,O,O
42574,approach,O,O
42575,that,O,O
42576,does,O,O
42577,not,O,O
42578,require,O,O
42579,task,O,O
42580,-,O,O
42581,specific,O,O
42582,layers,O,B-HyperparameterName
42583,was,O,O
42584,proposed,O,O
42585,by,O,O
42586,(,O,O
42587,Wei,O,O
42588,et,O,O
42589,al,O,O
42590,.,O,O
42591,",",O,O
42592,2021,O,O
42593,),O,O
42594,",",O,O
42595,who,O,O
42596,used,O,O
42597,an,O,O
42598,"""",O,O
42599,instruction,O,O
42600,FT,O,O
42601,"""",O,O
42602,phase,O,O
42603,.,O,O
42604,The,O,O
42605,authors,O,O
42606,added,O,O
42607,instructions,O,O
42608,(,O,O
42609,i.e.,O,O
42610,",",O,O
42611,statements,O,O
42612,),O,O
42613,to,O,O
42614,the,O,O
42615,text,O,O
42616,",",O,O
42617,and,O,O
42618,required,O,O
42619,the,O,O
42620,model,O,O
42621,to,O,O
42622,determine,O,O
42623,whether,O,O
42624,the,O,O
42625,statements,O,O
42626,are,O,O
42627,correct,O,O
42628,.,O,O
42629,While,O,O
42630,effective,O,O
42631,",",O,O
42632,analysis,O,O
42633,shows,O,O
42634,that,O,O
42635,the,O,O
42636,approach,O,O
42637,is,O,O
42638,only,O,O
42639,applicable,O,O
42640,to,O,O
42641,very,O,O
42642,large,O,O
42643,datasets,O,O
42644,",",O,O
42645,and,O,O
42646,the,O,O
42647,addition,O,O
42648,of,O,O
42649,over,O,O
42650,8B,O,O
42651,parameters,O,O
42652,to,O,O
42653,the,O,O
42654,already,O,O
42655,large,O,O
42656,architecture,O,O
42657,of,O,O
42658,137B.,O,O
42659,In,O,O
42660,contrast,O,O
42661,to,O,O
42662,all,O,O
42663,the,O,O
42664,aforementioned,O,O
42665,studies,O,O
42666,",",O,O
42667,FeSTE,B-TaskName,B-TaskName
42668,uses,O,O
42669,a,O,O
42670,single,O,O
42671,architecture,O,O
42672,for,O,O
42673,its,O,O
42674,training,O,O
42675,process,O,O
42676,",",O,O
42677,regardless,O,O
42678,of,O,O
42679,the,O,O
42680,number,O,O
42681,of,O,O
42682,datasets,O,O
42683,used,O,O
42684,.,O,O
42685,Moreover,O,O
42686,",",O,O
42687,we,O,O
42688,propose,O,O
42689,a,O,O
42690,novel,O,O
42691,dataset,O,O
42692,reformulation,O,O
42693,process,O,O
42694,that,O,O
42695,enables,O,O
42696,us,O,O
42697,to,O,O
42698,apply,O,O
42699,the,O,O
42700,same,O,O
42701,architecture,O,O
42702,on,O,O
42703,all,O,O
42704,datasets,O,O
42705,",",O,O
42706,regardless,O,O
42707,of,O,O
42708,their,O,O
42709,number,O,O
42710,of,O,O
42711,classes,O,O
42712,.,O,O
42713,This,O,O
42714,approach,O,O
42715,enables,O,O
42716,a,O,O
42717,much,O,O
42718,more,O,O
42719,efficient,O,O
42720,FT,O,O
42721,process,O,O
42722,",",O,O
42723,as,O,O
42724,shown,O,O
42725,in,O,O
42726,Section,O,O
42727,5.3,O,B-MetricValue
42728,.,O,O
42729,3,O,B-HyperparameterValue
42730,Problem,O,O
42731,Definition,O,O
42732,For,O,O
42733,our,O,O
42734,task,O,O
42735,of,O,O
42736,feature,O,B-MethodName
42737,generation,O,O
42738,from,O,O
42739,the,O,O
42740,free,O,O
42741,text,O,O
42742,of,O,O
42743,external,O,O
42744,sources,O,O
42745,",",O,O
42746,we,O,O
42747,assume,O,O
42748,a,O,O
42749,target,O,O
42750,tabular,O,O
42751,dataset,O,O
42752,Dwith,O,O
42753,a,O,O
42754,classification,O,O
42755,tasks,O,O
42756,.,O,O
42757,Additionally,O,O
42758,",",O,O
42759,we,O,O
42760,assume,O,O
42761,a,O,O
42762,set,O,O
42763,of,O,O
42764,pre,O,O
42765,-,O,O
42766,analyzed,O,O
42767,tabular,O,O
42768,datasets,O,O
42769,with,O,O
42770,different,O,O
42771,classification,O,O
42772,tasks,O,O
42773,(,O,O
42774,i.e.,O,O
42775,different,O,O
42776,number,O,O
42777,of,O,O
42778,classes,O,O
42779,),O,O
42780,D=,O,O
42781,{,O,O
42782,D,O,O
42783,...,O,O
42784,D,O,O
42785,},O,O
42786,.,O,O
42787,For,O,O
42788,each,O,O
42789,dataset,O,O
42790,",",O,O
42791,let,O,O
42792,there,O,O
42793,be,O,O
42794,target,O,O
42795,class,O,O
42796,values,O,O
42797,tcand,O,O
42798,original,O,O
42799,features,O,B-TaskName
42800,F.,O,O
42801,OfF,O,O
42802,",",O,O
42803,let,O,O
42804,there,O,O
42805,be,O,O
42806,at,O,O
42807,least,O,O
42808,one,O,O
42809,feature,O,B-MethodName
42810,representing,O,O
42811,entities,O,O
42812,e=,O,O
42813,{,O,O
42814,e,O,B-HyperparameterValue
42815,...,O,O
42816,e,O,B-HyperparameterValue
42817,},O,O
42818,.,O,O
42819,For,O,O
42820,the,O,O
42821,purpose,O,O
42822,of,O,O
42823,generating,O,O
42824,new,O,O
42825,features,O,B-TaskName
42826,",",O,O
42827,we,O,O
42828,assume,O,O
42829,an,O,O
42830,external,O,O
42831,data,O,O
