id,input,ner_tags,pred
7187,),O,O
7188,.,O,O
7189,(,O,O
7190,6,O,O
7191,),O,O
7192,The,O,O
7193,teacher,O,O
7194,model,O,O
7195,is,O,O
7196,then,O,O
7197,updated,O,O
7198,as,O,O
7199,follows,O,O
7200,:,O,O
7201,θ,O,B-HyperparameterName
7202,=,O,O
7203,θ−η∇L,O,B-HyperparameterName
7204,(,O,O
7205,θ,O,B-HyperparameterName
7206,",",O,O
7207,z,O,O
7208,),O,O
7209,",",O,O
7210,(,O,O
7211,7,O,O
7212,),O,O
7213,However,O,O
7214,",",O,O
7215,the,O,O
7216,optimization,O,O
7217,objective,O,O
7218,of,O,O
7219,meta,O,O
7220,distillation,O,O
7221,can,O,O
7222,result,O,O
7223,in,O,O
7224,a,O,O
7225,degraded,O,O
7226,teacher,O,O
7227,model,O,O
7228,because,O,O
7229,it,O,O
7230,only,O,O
7231,receives,O,O
7232,supervision,O,O
7233,from,O,O
7234,the,O,O
7235,student,O,O
7236,.,O,O
7237,This,O,O
7238,will,O,O
7239,prevent,O,O
7240,the,O,O
7241,teacher,O,O
7242,model,O,O
7243,from,O,O
7244,continuing,O,O
7245,to,O,O
7246,learn,O,O
7247,and,O,O
7248,improve,O,O
7249,in,O,O
7250,the,O,O
7251,second,O,O
7252,stage,O,O
7253,",",O,O
7254,thus,O,O
7255,impeding,O,O
7256,its,O,O
7257,ability,O,O
7258,to,O,O
7259,adapt,O,O
7260,to,O,O
7261,new,O,O
7262,data,O,O
7263,.,O,O
7264,4,O,O
7265,Methods,O,O
7266,To,O,O
7267,overcome,O,O
7268,the,O,O
7269,aforementioned,O,O
7270,limitations,O,O
7271,",",O,O
7272,we,O,O
7273,introduce,O,O
7274,our,O,O
7275,L2,O,B-TaskName
7276,T,O,I-TaskName
7277,framework,O,O
7278,",",O,O
7279,Learning,B-MethodName,B-MethodName
7280,Good,I-MethodName,I-MethodName
7281,Teacher,I-MethodName,I-MethodName
7282,Matters,I-MethodName,I-MethodName
7283,(,O,O
7284,LGTM,B-MethodName,B-MethodName
7285,),O,O
7286,to,O,O
7287,enable,O,O
7288,more,O,O
7289,effective,O,O
7290,knowledge,O,B-TaskName
7291,distillation,O,I-TaskName
7292,.,O,O
7293,We,O,O
7294,first,O,O
7295,introduce,O,O
7296,distillation,O,O
7297,influence,O,O
7298,",",O,O
7299,which,O,O
7300,estimates,O,O
7301,how,O,O
7302,much,O,O
7303,will,O,O
7304,the,O,O
7305,student,O,O
7306,’s,O,O
7307,performance,O,O
7308,on,O,O
7309,validation,O,O
7310,data,O,O
7311,change1992if,O,O
7312,we,O,O
7313,put,O,O
7314,one,O,O
7315,training,O,O
7316,sample,O,O
7317,in,O,O
7318,the,O,O
7319,knowledge,O,O
7320,distillation,O,O
7321,process,O,O
7322,.,O,O
7323,Afterwards,O,O
7324,",",O,O
7325,we,O,O
7326,introduce,O,O
7327,an,O,O
7328,efficient,O,O
7329,training,O,O
7330,method,O,O
7331,based,O,O
7332,on,O,O
7333,finite,O,O
7334,difference,O,O
7335,approximation,O,O
7336,for,O,O
7337,incorporating,O,O
7338,distillation,O,O
7339,influence,O,O
7340,into,O,O
7341,the,O,O
7342,teacher,O,O
7343,’s,O,O
7344,update,O,O
7345,.,O,O
7346,Finally,O,O
7347,",",O,O
7348,we,O,O
7349,interpret,O,O
7350,current,O,O
7351,L2,O,B-TaskName
7352,T,O,I-TaskName
7353,methods,O,O
7354,from,O,O
7355,the,O,O
7356,perspective,O,O
7357,of,O,O
7358,influence,O,O
7359,function,O,O
7360,.,O,O
7361,Distillation,O,B-MetricName
7362,influence,O,I-MetricName
7363,Influence,O,B-MetricName
7364,function,O,I-MetricName
7365,(,O,O
7366,Pruthi,O,O
7367,et,O,O
7368,al,O,O
7369,.,O,O
7370,",",O,O
7371,2020,O,O
7372,;,O,O
7373,Koh,O,O
7374,and,O,O
7375,Liang,O,O
7376,",",O,O
7377,2017,O,O
7378,),O,O
7379,is,O,O
7380,a,O,O
7381,way,O,O
7382,of,O,O
7383,measuring,O,O
7384,the,O,O
7385,influence,O,O
7386,of,O,O
7387,training,O,O
7388,samples,O,O
7389,on,O,O
7390,the,O,O
7391,model,O,O
7392,’s,O,O
7393,predictions,O,O
7394,.,O,O
7395,It,O,O
7396,can,O,O
7397,be,O,O
7398,utilized,O,O
7399,to,O,O
7400,identify,O,O
7401,instances,O,O
7402,that,O,O
7403,have,O,O
7404,a,O,O
7405,disproportionate,O,O
7406,effect,O,O
7407,on,O,O
7408,the,O,O
7409,model,O,O
7410,’s,O,O
7411,behavior,O,O
7412,",",O,O
7413,whether,O,O
7414,due,O,O
7415,to,O,O
7416,their,O,O
7417,status,O,O
7418,as,O,O
7419,outliers,O,O
7420,or,O,O
7421,due,O,O
7422,to,O,O
7423,incorrect,O,O
7424,labeling,O,O
7425,(,O,O
7426,Jia,O,O
7427,et,O,O
7428,al,O,O
7429,.,O,O
7430,",",O,O
7431,2019,O,O
7432,;,O,O
7433,Ghorbani,O,O
7434,and,O,O
7435,Zou,O,O
7436,",",O,O
7437,2019,O,O
7438,;,O,O
7439,Hara,O,O
7440,et,O,O
7441,al,O,O
7442,.,O,O
7443,",",O,O
7444,2019,O,O
7445,),O,O
7446,.,O,O
7447,By,O,O
7448,calculating,O,O
7449,the,O,O
7450,influence,O,O
7451,function,O,O
7452,for,O,O
7453,a,O,O
7454,particular,O,O
7455,example,O,O
7456,",",O,O
7457,it,O,O
7458,is,O,O
7459,possible,O,O
7460,to,O,O
7461,estimate,O,O
7462,the,O,O
7463,extent,O,O
7464,to,O,O
7465,which,O,O
7466,the,O,O
7467,model,O,O
7468,’s,O,O
7469,prediction,O,O
7470,would,O,O
7471,be,O,O
7472,altered,O,O
7473,as,O,O
7474,a,O,O
7475,result,O,O
7476,of,O,O
7477,operations,O,O
7478,on,O,O
7479,that,O,O
7480,sample,O,O
7481,.,O,O
7482,In,O,O
7483,vanilla,O,O
7484,distillation,O,O
7485,",",O,O
7486,for,O,O
7487,the,O,O
7488,student,O,O
7489,model,O,O
7490,",",O,O
7491,we,O,O
7492,derive,O,O
7493,the,O,O
7494,distillation,O,O
7495,influence,O,O
7496,of,O,O
7497,zas,O,O
7498,the,O,O
7499,gradient,O,O
7500,similarity,O,O
7501,between,O,O
7502,the,O,O
7503,training,O,O
7504,sample,O,O
7505,zand,O,O
7506,the,O,O
7507,validation,O,O
7508,batch,O,O
7509,z,O,O
7510,:,O,O
7511,The,O,O
7512,detailed,O,O
7513,derivation,O,O
7514,can,O,O
7515,be,O,O
7516,found,O,O
7517,in,O,O
7518,appendix,O,O
7519,A.,O,O
7520,The,O,O
7521,influence,O,O
7522,reflects,O,O
7523,how,O,O
7524,well,O,O
7525,the,O,O
7526,knowledge,O,O
7527,gained,O,O
7528,from,O,O
7529,a,O,O
7530,particular,O,O
7531,sample,O,O
7532,generalizes,O,O
7533,.,O,O
7534,It,O,O
7535,follows,O,O
7536,that,O,O
7537,the,O,O
7538,teacher,O,O
7539,should,O,O
7540,focus,O,O
7541,on,O,O
7542,teaching,O,O
7543,the,O,O
7544,student,O,O
7545,to,O,O
7546,capture,O,O
7547,training,O,O
7548,samples,O,O
7549,that,O,O
7550,have,O,O
7551,the,O,O
7552,highest,O,O
7553,distillation,O,O
7554,influences,O,O
7555,.,O,O
7556,In,O,O
7557,order,O,O
7558,to,O,O
7559,incorporate,O,O
7560,the,O,O
7561,per,O,O
7562,-,O,O
7563,sample,O,O
7564,influence,O,O
7565,into,O,O
7566,knowledge,O,O
7567,distillation,O,O
7568,",",O,O
7569,we,O,O
7570,adjust,O,O
7571,the,O,O
7572,loss,O,O
7573,weight,O,O
7574,of,O,O
7575,each,O,O
7576,sample,O,O
7577,based,O,O
7578,on,O,O
7579,its,O,O
7580,distillation,O,O
7581,influence,O,O
7582,.,O,O
7583,This,O,O
7584,allows,O,O
7585,us,O,O
7586,to,O,O
7587,determine,O,O
7588,the,O,O
7589,relative,O,O
7590,importance,O,O
7591,of,O,O
7592,each,O,O
7593,sample,O,O
7594,",",O,O
7595,and,O,O
7596,helps,O,O
7597,to,O,O
7598,control,O,O
7599,how,O,O
7600,much,O,O
7601,each,O,O
7602,sample,O,O
7603,contributes,O,O
7604,to,O,O
7605,the,O,O
7606,teacher,O,O
7607,’s,O,O
7608,learning,O,O
7609,process,O,O
7610,.,O,O
7611,Samples,O,O
7612,that,O,O
7613,are,O,O
7614,deemed,O,O
7615,to,O,O
7616,be,O,O
7617,more,O,O
7618,beneficial,O,O
7619,for,O,O
7620,the,O,O
7621,student,O,O
7622,’s,O,O
7623,generalization,O,O
7624,are,O,O
7625,assigned,O,O
7626,higher,O,O
7627,weights,O,O
7628,.,O,O
7629,Then,O,O
7630,we,O,O
7631,propose,O,O
7632,training,O,O
7633,the,O,O
7634,teacher,O,O
7635,using,O,O
7636,the,O,O
7637,following,O,O
7638,objective,O,O
7639,:,O,O
7640,where,O,O
7641,w,O,O
7642,=,O,O
7643,I,O,O
7644,(,O,O
7645,z,O,O
7646,",",O,O
7647,z,O,O
7648,),O,O
7649,.,O,O
7650,By,O,O
7651,including,O,O
7652,the,O,O
7653,influence,O,O
7654,in,O,O
7655,the,O,O
7656,knowledge,O,O
7657,distillation,O,O
7658,loss,O,O
7659,function,O,O
7660,",",O,O
7661,we,O,O
7662,can,O,O
7663,tailor,O,O
7664,the,O,O
7665,training,O,O
7666,process,O,O
7667,to,O,O
7668,better,O,O
7669,suit,O,O
7670,the,O,O
7671,characteristics,O,O
7672,of,O,O
7673,the,O,O
7674,target,O,O
7675,task,O,O
7676,.,O,O
7677,Algorithm,O,O
7678,1,O,O
7679,LGTM,B-MethodName,B-MethodName
7680,Finite,O,O
7681,difference,O,O
7682,approximation,O,O
7683,For,O,O
7684,standard,O,O
7685,neural,O,O
7686,network,O,O
7687,training,O,O
7688,",",O,O
7689,we,O,O
7690,often,O,O
7691,compute,O,O
7692,a,O,O
7693,consolidated,O,O
7694,gradient,O,O
7695,for,O,O
7696,a,O,O
7697,mini,O,O
7698,-,O,O
7699,batch,O,O
7700,of,O,O
7701,Btraining,O,O
7702,samples,O,O
7703,to,O,O
7704,enhance,O,O
7705,computational,O,O
7706,efficiency,O,O
7707,.,O,O
7708,However,O,O
7709,",",O,O
7710,in,O,O
7711,the,O,O
7712,context,O,O
7713,of,O,O
7714,determining,O,O
7715,the,O,O
7716,distillation,O,O
7717,influence,O,O
7718,for,O,O
7719,each,O,O
7720,sample,O,O
7721,",",O,O
7722,the,O,O
7723,computation,O,O
7724,of,O,O
7725,per,O,O
7726,-,O,O
7727,sample,O,O
7728,gradient,O,O
7729,L,O,O
7730,(,O,O
7731,T,O,O
7732,(,O,O
7733,x,O,O
7734,;,O,O
7735,θ,O,O
7736,),O,O
7737,",",O,O
7738,S,O,O
7739,(,O,O
7740,x,O,O
7741,;,O,O
7742,θ,O,O
7743,),O,O
7744,),O,O
7745,will,O,O
7746,slow,O,O
7747,down,O,O
7748,the,O,O
7749,training,O,O
7750,by,O,O
7751,a,O,O
7752,factor,O,B-HyperparameterName
7753,of,O,O
7754,B.,O,B-HyperparameterValue
7755,In,O,O
7756,addition,O,O
7757,",",O,O
7758,a,O,O
7759,naive,O,O
7760,implementation,O,O
7761,is,O,O
7762,memory,O,O
7763,intensive,O,O
7764,",",O,O
7765,because,O,O
7766,it,O,O
7767,requires,O,O
7768,to,O,O
7769,keep,O,O
7770,a,O,O
7771,copy,O,O
7772,of,O,O
7773,∇L,O,B-HyperparameterName
7774,(,O,O
7775,y,O,O
7776,",",O,O
7777,S,O,B-HyperparameterName
7778,(,O,O
7779,x,O,O
7780,;,O,O
7781,θ,O,B-HyperparameterName
7782,),O,O
7783,),O,O
7784,.,O,O
7785,To,O,O
7786,address,O,O
7787,this,O,O
7788,",",O,O
7789,we,O,O
7790,propose,O,O
7791,an,O,O
7792,efficient,O,O
7793,method,O,O
7794,for,O,O
7795,updating,O,O
7796,the,O,O
7797,teacher,O,O
7798,with,O,O
7799,the,O,O
7800,distillation,O,O
7801,influence,O,O
7802,by,O,O
7803,utilizing,O,O
7804,finite,O,O
7805,difference,O,O
7806,(,O,O
7807,Gleich,O,O
7808,",",O,O
7809,2005,O,O
7810,),O,O
7811,",",O,O
7812,a,O,O
7813,technique,O,O
7814,commonly,O,O
7815,used,O,O
7816,in,O,O
7817,numerical,O,O
7818,analysis,O,O
7819,for,O,O
7820,approximating,O,O
7821,the,O,O
7822,derivative,O,O
7823,of,O,O
7824,a,O,O
7825,function,O,O
7826,at,O,O
7827,a,O,O
7828,given,O,O
7829,point,O,O
7830,.,O,O
7831,Similar,O,O
7832,to,O,O
7833,(,O,O
7834,Pham,O,O
7835,et,O,O
7836,al,O,O
7837,.,O,O
7838,",",O,O
7839,2021,O,O
7840,;,O,O
7841,Liu,O,O
7842,et,O,O
7843,al,O,O
7844,.,O,O
7845,",",O,O
7846,2018,O,O
7847,),O,O
7848,",",O,O
7849,we,O,O
7850,approximate,O,O
7851,L,O,B-HyperparameterName
7852,by,O,O
7853,where,O,O
7854,θ,O,B-HyperparameterName
7855,=,O,O
7856,θ±ϵL,O,B-HyperparameterName
7857,(,O,O
7858,y,O,O
7859,",",O,O
7860,S,O,O
7861,(,O,O
7862,x,O,O
7863,;,O,O
7864,θ,O,B-HyperparameterName
7865,),O,O
7866,),O,O
7867,andϵis,O,O
7868,a,O,O
7869,small,O,O
7870,scalar,O,O
7871,.,O,O
7872,Our,O,O
7873,proposed,O,O
7874,method,O,O
7875,for,O,O
7876,evaluating,O,O
7877,the,O,O
7878,finite,O,O
7879,difference,O,O
7880,is,O,O
7881,computationally,O,O
7882,efficient,O,O
7883,",",O,O
7884,as,O,O
7885,it,O,O
7886,only,O,O
7887,requires,O,O
7888,two,O,O
7889,forward,O,O
7890,passes,O,O
7891,for,O,O
7892,θand,O,B-HyperparameterName
7893,one,O,O
7894,backward,O,O
7895,pass,O,O
7896,for,O,O
7897,θfor,O,B-HyperparameterName
7898,a,O,O
7899,single,O,O
7900,batch,O,O
7901,",",O,O
7902,as,O,O
7903,opposed,O,O
7904,to,O,O
7905,a,O,O
7906,naive,O,O
7907,implementation,O,O
7908,which,O,O
7909,requires,O,O
7910,Bforward,O,B-HyperparameterName
7911,and,O,O
7912,backward,O,O
7913,passes,O,O
7914,for,O,O
7915,θand,O,B-HyperparameterName
7916,one,O,O
7917,backward,O,O
7918,pass,O,O
7919,for,O,O
7920,θ,O,B-HyperparameterName
7921,.,O,O
7922,We,O,O
7923,provide,O,O
7924,more,O,O
7925,details,O,O
7926,of,O,O
7927,the,O,O
7928,derivation,O,O
7929,in,O,O
7930,appendix,O,O
7931,B.,O,O
7932,Teacher,O,O
7933,’s,O,O
7934,auxiliary,O,O
7935,loss,O,O
7936,Inspired,O,O
7937,by,O,O
7938,(,O,O
7939,Pham,O,O
7940,et,O,O
7941,al,O,O
7942,.,O,O
7943,",",O,O
7944,2021,O,O
7945,),O,O
7946,",",O,O
7947,in,O,O
7948,order,O,O
7949,to,O,O
7950,balance,O,O
7951,the,O,O
7952,trade,O,O
7953,-,O,O
7954,off,O,O
7955,between,O,O
7956,self,O,O
7957,-,O,O
7958,evolution,O,O
7959,and,O,O
7960,transferability,O,O
7961,of,O,O
7962,the,O,O
7963,teacher1993,O,O
7964,model,O,O
7965,",",O,O
7966,we,O,O
7967,incorporate,O,O
7968,the,O,O
7969,loss,O,O
7970,with,O,O
7971,respect,O,O
7972,to,O,O
7973,the,O,O
7974,ground,O,O
7975,truth,O,O
7976,as,O,O
7977,Linto,O,O
7978,the,O,O
7979,final,O,O
7980,objective,O,O
7981,:,O,O
7982,where,O,O
7983,αis,O,B-HyperparameterName
7984,the,O,O
7985,loss,O,O
7986,ratio,O,B-HyperparameterName
7987,.,O,O
7988,Overall,O,O
7989,",",O,O
7990,our,O,O
7991,method,O,O
7992,allows,O,O
7993,the,O,O
7994,teacher,O,O
7995,to,O,O
7996,adapt,O,O
7997,to,O,O
7998,the,O,O
7999,student,O,O
8000,’s,O,O
8001,abilities,O,O
8002,and,O,O
8003,provide,O,O
8004,more,O,O
8005,personalized,O,O
8006,guidance,O,O
8007,while,O,O
8008,improving,O,O
8009,the,O,O
8010,student,O,O
8011,’s,O,O
8012,generalization,O,O
8013,capability,O,O
8014,.,O,O
8015,We,O,O
8016,present,O,O
8017,the,O,O
8018,algorithm,O,O
8019,of,O,O
8020,LGTM,B-MethodName,B-MethodName
8021,in,O,O
8022,algorithm,O,O
8023,1,O,O
8024,.,O,O
8025,Relationship,O,O
8026,with,O,O
8027,other,O,O
8028,L2,O,B-TaskName
8029,T,O,I-TaskName
8030,methods,O,O
8031,Here,O,O
8032,we,O,O
8033,interpret,O,O
8034,current,O,O
8035,learning,O,O
8036,to,O,O
8037,teach,O,O
8038,methods,O,O
8039,from,O,O
8040,the,O,O
8041,perspective,O,O
8042,of,O,O
8043,influence,O,O
8044,function,O,O
8045,.,O,O
8046,In,O,O
8047,the,O,O
8048,case,O,O
8049,of,O,O
8050,online,O,O
8051,distillation,O,O
8052,",",O,O
8053,it,O,O
8054,is,O,O
8055,assumed,O,O
8056,that,O,O
8057,all,O,O
8058,training,O,O
8059,samples,O,O
8060,possess,O,O
8061,an,O,O
8062,equivalent,O,O
8063,distillation,O,O
8064,influence,O,O
8065,and,O,O
8066,that,O,O
8067,the,O,O
8068,teacher,O,O
8069,model,O,O
8070,is,O,O
8071,responsible,O,O
8072,for,O,O
8073,reducing,O,O
8074,the,O,O
8075,transfer,O,O
8076,difficulty,O,O
8077,of,O,O
8078,all,O,O
8079,training,O,O
8080,samples,O,O
8081,.,O,O
8082,In,O,O
8083,contrast,O,O
8084,",",O,O
8085,the,O,O
8086,key,O,O
8087,differentiating,O,O
8088,factor,O,O
8089,between,O,O
8090,meta,O,O
8091,distillation,O,O
8092,and,O,O
8093,online,O,O
8094,distillation,O,O
8095,is,O,O
8096,the,O,O
8097,utilization,O,O
8098,of,O,O
8099,a,O,O
8100,dynamic,O,O
8101,loss,O,B-HyperparameterName
8102,weight,O,I-HyperparameterName
8103,.,O,O
8104,We,O,O
8105,interpret,O,O
8106,this,O,O
8107,weight,O,O
8108,as,O,O
8109,a,O,O
8110,measure,O,O
8111,of,O,O
8112,the,O,O
8113,distillation,O,O
8114,influence,O,O
8115,of,O,O
8116,the,O,O
8117,current,O,O
8118,training,O,O
8119,batch,O,O
8120,zon,O,O
8121,the,O,O
8122,generalization,O,O
8123,ability,O,O
8124,of,O,O
8125,the,O,O
8126,student,O,O
8127,model,O,O
8128,.,O,O
8129,Specifically,O,O
8130,",",O,O
8131,it,O,O
8132,reflects,O,O
8133,the,O,O
8134,similarity,O,O
8135,between,O,O
8136,the,O,O
8137,gradients,O,O
8138,of,O,O
8139,the,O,O
8140,training,O,O
8141,and,O,O
8142,validation,O,O
8143,batches,O,O
8144,",",O,O
8145,indicating,O,O
8146,the,O,O
8147,effect,O,O
8148,of,O,O
8149,the,O,O
8150,current,O,O
8151,training,O,O
8152,batch,O,O
8153,zon,O,O
8154,the,O,O
8155,validation,O,O
8156,batch,O,O
8157,z,O,O
8158,(,O,O
8159,as,O,O
8160,detailed,O,O
8161,in,O,O
8162,appendix,O,O
8163,C,O,O
8164,),O,O
8165,.,O,O
8166,However,O,O
8167,",",O,O
8168,it,O,O
8169,should,O,O
8170,be,O,O
8171,noted,O,O
8172,that,O,O
8173,this,O,O
8174,weight,O,O
8175,functions,O,O
8176,primarily,O,O
8177,as,O,O
8178,an,O,O
8179,adaptive,O,O
8180,learning,O,O
8181,rate,O,O
8182,",",O,O
8183,adjusting,O,O
8184,the,O,O
8185,gradient,O,O
8186,step,O,O
8187,proportionally,O,O
8188,to,O,O
8189,the,O,O
8190,degree,O,O
8191,of,O,O
8192,similarity,O,O
8193,in,O,O
8194,gradients,O,O
8195,.,O,O
8196,We,O,O
8197,illustrate,O,O
8198,the,O,O
8199,general,O,O
8200,workflow,O,O
8201,of,O,O
8202,vanilla,O,O
8203,distillation,O,O
8204,",",O,O
8205,online,O,O
8206,distillation,O,O
8207,",",O,O
8208,meta,O,B-MethodName
8209,distillation,O,O
8210,and,O,O
8211,LGTM,B-MethodName,B-MethodName
8212,in,O,O
8213,fig,O,O
8214,.,O,O
8215,1.5,O,O
8216,Experiments,O,O
8217,In,O,O
8218,this,O,O
8219,section,O,O
8220,",",O,O
8221,we,O,O
8222,first,O,O
8223,describe,O,O
8224,our,O,O
8225,experiment,O,O
8226,setup,O,O
8227,including,O,O
8228,datasets,O,O
8229,and,O,O
8230,baselines,O,O
8231,in,O,O
8232,Sec,O,O
8233,.,O,O
8234,5.1,O,O
8235,.,O,O
8236,Then,O,O
8237,we,O,O
8238,compare,O,O
8239,our,O,O
8240,proposed,O,O
8241,LGTM,B-MethodName,B-MethodName
8242,to,O,O
8243,meta,O,B-MethodName
8244,distillation,O,O
8245,to,O,O
8246,gain,O,O
8247,some,O,O
8248,basic,O,O
8249,understanding,O,O
8250,of,O,O
8251,how,O,O
8252,to,O,O
8253,incorporate,O,O
8254,the,O,O
8255,student,O,O
8256,’s,O,O
8257,feedback,O,O
8258,in,O,O
8259,Sec,O,O
8260,.,O,O
8261,5.2,O,O
8262,.,O,O
8263,To,O,O
8264,further,O,O
8265,verify,O,O
8266,the,O,O
8267,effectiveness,O,O
8268,of,O,O
8269,our,O,O
8270,method,O,O
8271,",",O,O
8272,in,O,O
8273,Sec,O,O
8274,.,O,O
8275,5.3,O,O
8276,we,O,O
8277,compare,O,O
8278,to,O,O
8279,10,O,O
8280,widely,O,O
8281,adopted,O,O
8282,knowledge,O,O
8283,distillation,O,O
8284,baselines,O,O
8285,and,O,O
8286,show,O,O
8287,consistently,O,O
8288,better,O,O
8289,results,O,O
8290,.,O,O
8291,Then,O,O
8292,we,O,O
8293,demonstrate,O,O
8294,how,O,O
8295,distillation,O,O
8296,influence,O,O
8297,works,O,O
8298,in,O,O
8299,Sec,O,O
8300,.,O,O
8301,5.4,O,O
8302,",",O,O
8303,followed,O,O
8304,by,O,O
8305,ablation,O,O
8306,studies,O,O
8307,of,O,O
8308,LGTM,B-MethodName,B-MethodName
8309,in,O,O
8310,Sec,O,O
8311,.,O,O
8312,5.5,O,O
8313,.,O,O
8314,5.1,O,O
8315,Experimental,O,O
8316,Setup,O,O
8317,Datasets,O,O
8318,We,O,O
8319,evaluate,O,O
8320,our,O,O
8321,proposed,O,O
8322,approach,O,O
8323,on,O,O
8324,text,O,B-TaskName
8325,classification,O,I-TaskName
8326,tasks,O,O
8327,in,O,O
8328,GLUE,B-DatasetName,B-DatasetName
8329,(,O,O
8330,Wang,O,O
8331,et,O,O
8332,al,O,O
8333,.,O,O
8334,",",O,O
8335,2018,O,O
8336,),O,O
8337,:,O,O
8338,MRPC,B-DatasetName,B-DatasetName
8339,(,O,O
8340,Dolan,O,O
8341,and,O,O
8342,Brockett,O,O
8343,",",O,O
8344,2005,O,O
8345,),O,O
8346,",",O,O
8347,RTE,B-DatasetName,B-DatasetName
8348,(,O,O
8349,Wang,O,O
8350,et,O,O
8351,al,O,O
8352,.,O,O
8353,",",O,O
8354,2018,O,O
8355,),O,O
8356,",",O,O
8357,SST-2,B-DatasetName,B-DatasetName
8358,(,O,O
8359,Socher,O,O
8360,et,O,O
8361,al,O,O
8362,.,O,O
8363,",",O,O
8364,2013,O,O
8365,),O,O
8366,",",O,O
8367,MNLI,B-DatasetName,B-DatasetName
8368,(,O,O
8369,Williams,O,O
8370,et,O,O
8371,al,O,O
8372,.,O,O
8373,",",O,O
8374,2018,O,O
8375,),O,O
8376,",",O,O
8377,QNLI,B-DatasetName,B-DatasetName
8378,(,O,O
8379,Rajpurkar,O,O
8380,et,O,O
8381,al,O,O
8382,.,O,O
8383,",",O,O
8384,2016,O,O
8385,),O,O
8386,and,O,O
8387,QQP,B-DatasetName,B-TaskName
8388,(,O,O
8389,Chen,O,O
8390,et,O,O
8391,al,O,O
8392,.,O,O
8393,",",O,O
8394,2018,O,O
8395,),O,O
8396,.,O,O
8397,For,O,O
8398,MRPC,B-DatasetName,B-TaskName
8399,and,O,O
8400,QQP,B-DatasetName,B-TaskName
8401,",",O,O
8402,we,O,O
8403,report,O,O
8404,both,O,O
8405,F1,B-MetricName,B-MetricName
8406,and,O,O
8407,accuracy,B-MetricName,B-MetricName
8408,.,O,O
8409,And,O,O
8410,for,O,O
8411,other,O,O
8412,datasets,O,O
8413,",",O,O
8414,we,O,O
8415,report,O,O
8416,accuracy,B-MetricName,B-MetricName
8417,.,O,O
8418,Baselines,O,O
8419,We,O,O
8420,compare,O,O
8421,our,O,O
8422,LGTM,B-MethodName,B-MethodName
8423,with,O,O
8424,10,O,B-HyperparameterValue
8425,baselines,O,O
8426,:,O,O
8427,1,O,O
8428,),O,O
8429,KD,B-MethodName,B-MetricName
8430,(,O,O
8431,Hinton,O,O
8432,et,O,O
8433,al,O,O
8434,.,O,O
8435,",",O,O
8436,2015,O,O
8437,),O,O
8438,2,O,O
8439,),O,O
8440,PKD,B-MethodName,B-MetricName
8441,(,O,O
8442,Sun,O,O
8443,et,O,O
8444,al,O,O
8445,.,O,O
8446,",",O,O
8447,2019,O,O
8448,),O,O
8449,3,O,O
8450,),O,O
8451,SKD,B-MethodName,B-MethodName
8452,(,O,O
8453,Guo,O,O
8454,et,O,O
8455,al,O,O
8456,.,O,O
8457,",",O,O
8458,2022,O,O
8459,),O,O
8460,4,O,O
8461,),O,O
8462,DIST,B-MethodName,B-MethodName
8463,(,O,O
8464,Huang,O,O
8465,et,O,O
8466,al,O,O
8467,.,O,O
8468,",",O,O
8469,2022,O,O
8470,),O,O
8471,5,O,O
8472,),O,O
8473,TAKD,B-MethodName,B-MethodName
8474,(,O,O
8475,Mirzadeh,O,O
8476,et,O,O
8477,al,O,O
8478,.,O,O
8479,",",O,O
8480,2020,O,O
8481,),O,O
8482,6,O,O
8483,),O,O
8484,RCO,B-MethodName,B-MethodName
8485,(,O,O
8486,Jin,O,O
8487,et,O,O
8488,al,O,O
8489,.,O,O
8490,",",O,O
8491,2019,O,O
8492,),O,O
8493,7,O,O
8494,),O,O
8495,DML,B-MethodName,B-MethodName
8496,(,O,O
8497,Zhang,O,O
8498,et,O,O
8499,al,O,O
8500,.,O,O
8501,",",O,O
8502,2018,O,O
8503,),O,O
8504,8,O,O
8505,),O,O
8506,ProKT,B-MethodName,B-MethodName
8507,(,O,O
8508,Shi,O,O
8509,et,O,O
8510,al,O,O
8511,.,O,O
8512,",",O,O
8513,2020,O,O
8514,),O,O
8515,9,O,O
8516,),O,O
8517,PESF,B-MethodName,B-MethodName
8518,-,I-MethodName,I-MethodName
8519,KD,I-MethodName,I-MethodName
8520,(,O,O
8521,Rao,O,O
8522,et,O,O
8523,al,O,O
8524,.,O,O
8525,",",O,O
8526,2022,O,O
8527,),O,O
8528,and,O,O
8529,10,O,O
8530,),O,O
8531,Meta,B-MethodName,B-MethodName
8532,Distill,I-MethodName,I-MethodName
8533,(,O,O
8534,Zhou,O,O
8535,et,O,O
8536,al,O,O
8537,.,O,O
8538,",",O,O
8539,2022,O,O
8540,),O,O
8541,.,O,O
8542,Training,O,O
8543,setup,O,O
8544,Following,O,O
8545,previous,O,O
8546,works,O,O
8547,(,O,O
8548,Sun,O,O
8549,et,O,O
8550,al,O,O
8551,.,O,O
8552,",",O,O
8553,2019,O,O
8554,;,O,O
8555,Zhou,O,O
8556,et,O,O
8557,al,O,O
8558,.,O,O
8559,",",O,O
8560,2022,O,O
8561,),O,O
8562,",",O,O
8563,we,O,O
8564,distill,O,O
8565,BERTBase,O,B-MethodName
8566,(,O,O
8567,Devlin,O,O
8568,et,O,O
8569,al,O,O
8570,.,O,O
8571,",",O,O
8572,2019,O,O
8573,),O,O
